Country Code,Country,Year,PV cumulative capacity (MW),Last year's PV cumulative capacity (MW),PV added capacity (MW),Solar PV Module Cost (2019 US$ per W),Population,Land area (km^2),Urban land area (km^2),Rural land area (km^2),Agricultural land (km^2),Forest area (km^2),Public Investments in solar energy (2019 million USD),KOFGI,GDP (current US$),GNI (current US$),Access to electricity (% of population),Primary education,Secondary education,Tertiary education,"Average Theoretical potential (GHI, kWh/m2/day), long-term",Research and development expenditure (% of GDP),Investment in energy with private participation (current US$),Gini index (World Bank estimate),Ease of doing business rank (1=most business-friendly regulations),Duration of compulsory education (years),Labor force,Total unemployment,"Agriculture, forestry, and fishing, value added (current US$)","Manufacturing, value added (current US$)","Industry (including construction), value added (current US$)",electricity net generation (billion kWh),electricity net consumption (billion kWh),nuclear electricity net generation (billion kWh),fossil fuels electricity net generation (billion kWh),Cloud coverage (%),Daylight hours (min/day),Precipitation,Snowfall (mm/h),Temperature (C)
PNG,Papua New Guinea,2002,0.317,0.317,0,4.031276416,6098621,452860,2003.610596,459445.5,10000,362581.501,,41.28290176,2999511040,2773645401,12.7818327,3527950.49,,,4.48,,,,,,2511972,68677.313676,1139533687,187683359.9,1046991610,2.77,2.5761,0,1.837,82.1986375,726.69605942,0.3630125058,5.825e-8,24.592621083
PNG,Papua New Guinea,2003,0.317,0.317,0,3.978233305,6223378,452860,2003.610596,459445.5,10050,362482.42,,42.85123825,3536411824,3129731125,14.88279724,3398080.8579,,,4.48,,,,,,2483009,65079.667156,1356163998,230970537.7,1246644343,3.097,2.88021,0,2.114,83.836922,726.69659428,0.4140189775,3.8833333e-8,24.588784667
PNG,Papua New Guinea,2004,0.339,0.317,0.022,4.137362637,6354247,452860,2003.610596,459445.5,10200,362383.339,,42.7129631,3927157867,3558965608,16.97312164,3466748.0538,,,4.48,,,,,,2449706,62247.026741,1412546171,263308191.3,1452680262,3.174,2.95182,0,2.229,83.70018075,726.72478882,0.3825940608,0,24.483277583
PNG,Papua New Guinea,2005,0.339,0.339,0,4.243448859,6494902,452860,2003.610596,459445.5,10300,362284.258,,44.49947739,4865892972,4527603063,19.05178452,3611479.3262,,,4.48,,,,,,2412844,58125.41003,,,,3.3325,3.099225,0,2.141,86.603692083,726.69569828,0.4351319467,3.8833333e-8,24.6116665
PNG,Papua New Guinea,2006,0.339,0.339,0,4.455621302,6646891,452860,2003.610596,459445.5,10400,362185.177,,44.50921631,8355006707,7530645140,12.4,3595767.8718,,,4.48,,,,,,2374685,55923.832201,1704691832,195214931.1,2954799937,3.2545,3.026685,0,2.089,86.344672167,726.69619678,0.4344500692,5.825e-8,24.562251167
PNG,Papua New Guinea,2007,0.339,0.339,0,4.137362637,6808503,452860,2003.610596,459445.5,10400,362086.096,,45.2526474,9545177014,8824974640,23.18779182,,,,4.48,,,,,,2332712,52369.381741,1871674688,229848114.5,3296884837,3.3395,3.105735,0,2.073,86.204332667,726.69668189,0.4428503817,5.825e-8,24.662212583
PNG,Papua New Guinea,2008,0.339,0.339,0,3.447802198,6976200,452860,2003.610596,459445.5,11900,361987.015,,45.62047577,11670840932,11026790711,25.25745583,4043025.968,,,4.48,,,,,,2286428,52839.353572,2354577239,293292105,4013133830,3.2735,3.044355,0,2.015,84.997629167,726.72484496,0.4260727442,1.9416667e-8,24.509544417
PNG,Papua New Guinea,2009,0.339,0.339,0,2.386939983,7144774,452860,2003.610596,459445.5,11900,361887.934,,46.47755814,11619637799,10764021487,17.2,,,,4.48,,,41.9,,,2235696,47441.468651,2514892556,301197508.6,3459356950,3.3455,3.111315,0,2.086,86.457507083,726.6956831,0.4377694992,5.825e-8,24.601294
PNG,Papua New Guinea,2010,0.339,0.339,0,2.04475,7310512,452860,2003.610596,459445.5,11900,361788.853,,47.79523468,14250755231,13182430368,19.5,,,,4.48,,,,,,2180338,43606.76,2794343264,347766794.6,4726805921,3.3875,3.150375,0,2.117,83.344736833,726.69614309,0.4205684167,1.9416667e-8,24.979400417
PNG,Papua New Guinea,2011,0.339,0.339,0,1.67725,7472196,452860,2003.610596,459445.5,11900,361479.924,,51.13863373,17984910502,16272984521,31.54792023,,,,4.48,,,,,,2237715,58628.130449,3453050918,451216741.3,5635791202,3.5235,3.276855,0,2.139,87.087516833,726.69660316,0.4604477775,7.7666667e-8,24.546725417
PNG,Papua New Guinea,2012,0.339,0.339,0,0.876416667,7631003,452860,2003.610596,459445.5,11900,361170.995,,51.84000015,21295659244,20198065704,33.69097519,7774108.756,2950904.9362,,4.48,,,,,,2292635,58324.632337,4104514863,525207457.5,5871890520,3.2215,2.995995,0,2.22,88.2696595,726.7247726,0.4741162075,3.8833333e-8,24.591486417
PNG,Papua New Guinea,2013,0.339,0.339,0,0.696333333,7788388,452860,2003.610596,459445.5,11900,360862.066,,52.24618912,21261432791,19541616708,35.85814667,,,,4.48,,,,,,2350105,59833.673394,4094956063,518888782.1,5642900617,3.409492,3.17082756,0,2.39,88.7416265,726.69560505,0.490465285,3.8833333e-8,24.731968333
PNG,Papua New Guinea,2014,0.339,0.339,0,0.6415,7946733,452860,2003.610596,459445.5,11900,360553.138,,50.12307358,23210682538,22808959941,39.45996475,,,,4.48,,,,,,2397504,56940.72,4106421014,493976501.5,7609583644,3.615492,3.36240756,0,2.57,88.334923417,726.69609068,0.4698307183,0,24.665855917
PNG,Papua New Guinea,2015,0.878,0.339,0.539,0.5965,8107772,452860,2003.610596,459445.5,11900,360244.2088,,50.34222794,21723531173,21327883145,44.36001587,,,,4.48,,,,,,2450219,60667.42418,3792261673,386050935.6,7560859862,3.757274,3.49426482,0,2.717,81.418958667,726.69658978,0.37897722,1.3591667e-7,24.660231
PNG,Papua New Guinea,2016,1.229,0.878,0.351,0.5505,8271766,452860,2003.610596,459445.5,11900,359898.8,31.27,49.67752075,20759069103,20529201245,49.4,8978659.5667,,,4.48,0.03158,,,,,2510327,62356.521877,3708885957,400941193.2,7209618805,3.873782,3.60261726,0,2.839,85.463980917,726.72482287,0.4875890275,9.7083333e-8,25.095955583
PNG,Papua New Guinea,2017,1.195,1.229,-0.034,0.462166667,8438038,452860,2003.610596,459445.5,11900,359563.5,0.14,50.96849823,22742613554,22294230776,54.4,,,,4.48,,,,,,2571902,64477.582343,4013973254,442420410.5,8269182383,3.863733,3.525733,0,3.033,88.117154667,726.69569511,0.5157256317,3.8833333e-8,24.878221833
PNG,Papua New Guinea,2018,1.258,1.195,0.063,0.4115,8606324,452860,2003.610596,459445.5,11900,359228.2,0.06,50.76398468,24109509853,23492325520,58.88763428,9982458.606,4042716.4954,,4.48,,,,,,2640198,67694.673842,4092308540,415711753,8902206272,4.001693,3.661693,0,3.18,85.881882167,726.69623061,0.45571777,3.8833333e-8,24.869575583
PNG,Papua New Guinea,2019,1.288,1.258,0.03,0.37725,8776119,452860,2003.610596,459445.5,,358892.9,0.05,50.32101822,24751344552,23707267061,63.46451187,,,,4.48,,,,120,,2701145,66151.037863,4201823748,418666861.9,9086396224,4.041693,3.701693,0,3.2,86.131565083,726.69677198,0.47114263,0,24.722256
PNG,Papua New Guinea,2020,1.288,1.288,0,,8947027,452860,2003.610596,459445.5,,358557.6,,,24668899683,24398606581,,,,,4.48,,,,,,2741973,71154.200145,,,,,,0,,83.871380083,726.72505584,0.4847109033,0.0000001165,25.0805975
PRY,Paraguay,2000,0,,,4.879966188,5323202,397300,,,167383.5,229916.5,,49.69715881,8855705140,7742095640,89.24497986,6322580.4598,3274042.3513,845780.66696,5.08,,,,,9,2267114,172527.37844,1138547702,1388382176,3149401620,52.969,4.183,0,0.012,56.690867583,726.54247689,0.1691019342,7.77105e-8,23.422454167
PRY,Paraguay,2001,0,0,0,4.773879966,5428442,397300,,,170804.94,226495.06,,53.42747116,8495806432,7572514932,91.04207,6402704.7013,3555929.3598,968839.52105,5.08,0.06699,,54.6,,9,2321411,144159.62398,966255013,1376899897,3276145387,44.876,4.284,0,0.012,57.140611333,726.43125469,0.15967481,3.8852417e-8,24.070383333
PRY,Paraguay,2002,0,0,0,4.031276416,5531958,397300,,,195810,223073.62,,53.95723724,7196260657,6598205157,91.666443,6448574.3038,3721507.9195,1448133.2521,5.08,0.07493,,57.3,,9,2381593,223631.59087,792282626.7,1179718528,3034737064,47.744,4.406,0,0.014,54.68594925,726.43327639,0.1399214117,5.825e-8,24.590162833
PRY,Paraguay,2003,0,0,0,3.978233305,5632983,397300,,,193460,219652.18,,54.89388275,7691367471,6543430199,92.558399,6332886.8947,3667896.5612,1400841.8016,5.08,0.06135,,54.9,,9,2409021,164054.32873,1000565631,1347109495,3097573854,51.26933333,4.206333333,0,0.016333333,48.479504083,726.43527942,0.1493421151,3.8833333e-8,24.000664917
PRY,Paraguay,2004,0,0,0,4.137362637,5730556,397300,,,181069.26,216230.74,,55.57229614,9624440836,8342338549,93.249876,6365424.7638,3795598.3879,1436953.5746,5.08,0.06066,,52.3,,9,2613521,170140.22308,1341007075,1726130353,3696294227,51.417,4.21,0,0.005,49.537683667,726.54319911,0.1345758149,0,23.607190583
PRY,Paraguay,2005,0,0,0,4.243448859,5824095,397300,,,184490.7,212809.3,,56.55520248,10737500188,9363307348,94.686886,6460514.4139,3848069.3059,1494249.0391,5.08,0.06091,,51.4,,9,2640252,127260.15094,1365160709,1928353284,4218698181,50.657,4.499,0,0.003,51.597547833,726.43179613,0.143675492,3.8833333e-8,23.733097917
PRY,Paraguay,2006,0,0,0,4.455621302,5913212,397300,,,187912.14,209387.86,,57.73976517,13429430050,12108691921,96.749045,6397061.6363,3875570.6294,,5.08,,,53,,9,2581243,136289.63582,1583812699,2460490103,5144249317,53.249,4.88263,0,0.003,47.95089975,726.43370299,0.1468939707,5.825e-8,24.378196917
PRY,Paraguay,2007,0,0,0,4.137362637,5998430,397300,,,191333.58,205966.42,,58.52634048,17856270473,16861852701,96.452771,6362749.3188,3926583.6642,1722570.9168,5.08,,,53,,9,2708509,127570.77493,2269484618,3248661827,6624876986,53.191,5.359,0,0.003,53.873789833,726.43557805,0.1449082328,5.825e-8,23.78259125
PRY,Paraguay,2008,0,0,0,3.447802198,6081296,397300,,,194755.02,202544.98,,58.82222366,24616537618,23506694214,96.677896,6340780.1569,4039701.4869,2071651.8586,5.08,0.0412,,50.7,,9,2784409,123070.87992,3373162784,5005844594,8981014376,54.912,5.70708,0,0.003,47.671087,726.54344638,0.1481018453,1.9416667e-8,23.61387325
PRY,Paraguay,2009,0.001,0,0.001,2.386939983,6163970,397300,,,198176.46,199123.54,,60.37781525,22355601273,21277002587,96.891335,6343840.2415,4116635.3366,2260429.5002,5.08,,,49.1,,9,2855709,155921.71249,2291404787,4424846649,8289227993,54.41,6.237,0,0.001,51.842269917,726.43184395,0.1471462765,5.825e-8,24.112198667
PRY,Paraguay,2010,0.001,0.001,0,2.04475,6248017,397300,,,201597.9,195702.1,,60.80449677,27237782850,25927250691,97.43086,6413306.8714,4228529.2196,2163701.4629,5.08,,,51,,9,2838446,129716.98708,3628284586,5053045588,9341910520,53.52494,6.77794,0,0.00094,50.58316425,726.43366744,0.1430472479,9.075e-8,23.558392417
PRY,Paraguay,2011,0.005,0.001,0.004,1.67725,6333981,397300,,,205740.44,191559.56,,61.09313202,33756238767,32568075087,98.23656,6429796.2834,4419146.8107,,5.08,0.04221,,52.3,,13,2905483,135686.05831,4768075626,6209059202,11377799624,57.04994,7.49694,0,0.00094,50.482152,726.43549593,0.1463698558,7.7666667e-8,23.741488083
PRY,Paraguay,2012,0.005,0.005,0,0.876416667,6421510,397300,,,209882.98,187417.02,,61.5824852,33296438306,31850971775,97.835616,6702333.4782,4874635.5956,,5.08,0.06515,,47.6,,13,3115953,127442.48247,3453278060,6167039348,11382391884,59.63282,8.12482,0,0.00282,50.51271525,726.54341608,0.1393674051,3.8833333e-8,24.361390083
PRY,Paraguay,2013,0.057,0.005,0.052,0.696333333,6510273,397300,,,214025.52,183274.48,,61.68094254,38651334288,37109784639,99.015884,,,,5.08,0.07147,,47.9,,13,3121891,136738.82936,5096250137,7079606952,12721150947,59.77682,8.92082,0,0.00282,49.611933583,726.43179882,0.1392729216,3.8833333e-8,23.782884417
PRY,Paraguay,2014,0.057,0.057,0,0.6415,6599524,397300,,,217480,179131.94,,61.11423111,40377987209,38917389089,99.000716,,,,5.08,0.07921,,50.7,,13,3100934,155976.98671,4885157414,7577942818,13437942086,54.72864,9.92664,0,0.00564,54.145587083,726.43370163,0.1745687654,0,24.431436333
PRY,Paraguay,2015,0.057,0.057,0,0.5965,6688746,397300,,,219530,174989.4,,63.27276993,36211372703,34850583193,99.331532,,,,5.08,0.09687,,47.6,,13,3160806,144132.7518,3539000937,7030976493,12402213792,55.18694,10.46994,0,0.00094,58.236040917,726.43563853,0.1916236817,1.3591667e-7,24.717499167
PRY,Paraguay,2016,0.057,0.057,0,0.5505,6777878,397300,,,217490,173331.3,,62.47649002,36089550659,34643025809,98.4,,,,5.08,0.11688,,47.9,,13,3318539,174223.2975,3984787090,6879116154,12325269545,63.13294,10.89694,0,0.00094,52.294171083,726.54374254,0.1546258228,9.7083333e-8,23.435701583
PRY,Paraguay,2017,0.057,0.057,0,0.462166667,6867058,397300,,,217380,169402.7,,62.44511795,38997129474,37707318407,99.3,,,,5.08,0.14883,,48.5,,13,3388724,156220.18094,4105127754,7586021832,13279240130,59.08888,11.45388,0,0.00188,52.937839333,726.43220963,0.1660892101,3.8833333e-8,24.499960417
PRY,Paraguay,2018,0.057,0.057,0,0.4115,6956069,397300,,,218190,166609.3,,62.13772583,40225448341,38877225541,99.6,,,,5.08,0.14626,,46,,13,3527500,219410.49259,4124195088,7639918159,13376440760,58.62077,12.39526,0,0.00188,53.571973833,726.4342311,0.1558102726,3.8833333e-8,23.70805575
PRY,Paraguay,2019,0.057,0.057,0,0.37725,7044639,397300,,,,163816,,61.59246826,37906944075,36774393698,100,,,,5.08,,,45.7,125,13,3611581,238003.19343,3790641830,7120119251,12568703037,48.93659,12.71859,0,0.00188,51.444735083,726.43626271,0.1466278239,0,24.499563833
PRY,Paraguay,2020,0.057,0.057,0,,7132530,397300,,,,161022.6,,,35670301496,34595478134,,6034980.0581,5479519.1563,,5.08,,,,,13,3556271,268498.46729,3935533109,6590840799,12021453716,,,0,,41.903564583,726.5445051,0.1069696232,0.0000001165,24.849939583
PER,Peru,2000,0.878,,,4.879966188,26459944,1280000,16425.76758,1256339.875,231240,752978.3,1.07,58.15467453,51744749133,50584450185,72.496495,31007684.297,21371175.048,8947689.1065,5.15,0.11266,348100000,49.1,,12,11411047,557315.51551,4175477807,7872718416,15023639646,19.53705,17.25005,0,3.372,77.221938583,726.66327948,0.2396624017,0.0045810181,18.355067333
PER,Peru,2001,1.851,0.878,0.973,4.773879966,26799289,1280000,16425.76758,1256339.875,231070,751730.27,0.19,59.35116959,52030158775,51181349334,72.113111,31284751.31,22489153.168,8109510.4048,5.15,0.11096,304300000,51.3,,12,12183757,612355.62962,4107066503,8106952481,15107037998,20.42205,18.18605,0,2.821,74.642681583,726.6208063,0.2305121517,0.0044015127,18.38137075
PER,Peru,2002,2.976,1.851,1.125,4.031276416,27100964,1280000,16425.76758,1256339.875,227550,750482.24,,58.23104095,54777553515,53584601501,74.382688,31482376.796,23149223.221,8287219.9337,5.15,0.10614,345300000,53.6,,12,12735233,616385.29668,4121442988,8489922392,16128720471,21.57805,19.30205,0,3.524,74.601998333,726.62158355,0.2330504058,0.0042857649,18.68592075
PER,Peru,2003,3.537,2.976,0.561,3.978233305,27372217,1280000,16425.76758,1256339.875,228880,749234.21,,58.9455986,58731030122,56867481145,74.380966,31371283.451,21549894.674,8387315.4304,5.15,0.10813,1017000000,53.1,,12,13270136,550710.65661,4294952863,9043745689,17554322833,22.48805,20.17105,0,3.934,72.061478667,726.62235281,0.2254125967,0.0031715718,18.691204083
PER,Peru,2004,4.34,3.537,0.803,4.137362637,27624226,1280000,16425.76758,1256339.875,229060,747986.18,,60.70104218,66768703498,63395270900,75.692357,31451257.845,22588280.2,8976503.5342,5.15,0.15578,305600000,49.9,,12,13792037,648225.71266,4630031050,10931806198,21800046869,23.84705,21.48805,0,6.336,74.158330417,726.66358961,0.21960526,0.0036392899,18.632666083
PER,Peru,2005,4.956,4.34,0.616,4.243448859,27866140,1280000,16425.76758,1256339.875,232360,746738.15,,62.68464279,76060606061,71336034732,77.173645,31691247.765,22905130.706,9129455.1154,5.15,,158600000,50.4,,12,14304497,698059.46991,5213395213,12589255923,26131889465,25.34005,22.95105,0,7.08,71.438312417,726.62104173,0.2111105913,0.0029579013,18.881050333
PER,Peru,2006,5.845,4.956,0.889,4.455621302,28102055,1280000,16425.76758,1256339.875,234120,745490.12,0.18,64.0112915,88643193062,81483192756,80.157275,32012323.283,23811202.322,9615475.1408,5.15,,126300000,50.3,,12,14791043,618265.57196,5853539364,14601478043,33203750076,26.72405,24.17505,0,6.842,71.88026975,726.62176513,0.2250964501,0.0032623673,18.750287167
PER,Peru,2007,6.82,5.845,0.975,4.137362637,28333050,1280000,16425.76758,1256339.875,235680,744242.09,0.06,65.46051025,102171000000,94276765740,81.988131,32398664.998,24748242.148,,5.15,,469300000,50,,12,15335516,619554.84057,6851390221,16876637903,38517417705,29.14005,26.60005,0,9.335,74.288101083,726.62247235,0.2282052325,0.0031090433,18.61200925
PER,Peru,2008,8.022,6.82,1.202,3.447802198,28562321,1280000,16425.76758,1256339.875,237150,742994.06,0.01,67.67245483,120551000000,112245000000,84.678343,31818120.948,25198113.582,,5.15,,328200000,47.5,,12,15563963,628784.09929,8632557504,19645579138,43792337400,32.01605,29.35805,0,12.598,75.259096583,726.66367476,0.2341289575,0.0032726928,18.64834225
PER,Peru,2009,9.757,8.022,1.735,2.386939983,28792663,1280000,16425.76758,1256339.875,239460,741746.03,,66.96352386,120823000000,113308000000,86.42432,31719679.081,26153815.171,,5.15,,436270000,47,,12,15822843,629749.15441,8945621141,18477524733,40538144877,31.92705,29.17805,0,12.05,75.277119583,726.62103597,0.2539792458,0.0030898625,18.893368917
PER,Peru,2010,12.511,9.757,2.754,2.04475,29027680,1280000,16425.76758,1256339.875,240230,740498,3.76,67.28234863,147529000000,136693000000,88.123061,31892679.592,26785367.462,,5.15,,1188100000,45.5,,12,16182680,579339.9317,10073271743,22950338041,52774061095,34.77961,31.03361,0,14.26356,73.927344083,726.62171447,0.21536967,0.0024281479,19.126698083
PER,Peru,2011,17.539,12.511,5.028,1.67725,29264314,1280000,16425.76758,1256339.875,241040,738787.46,153.31,69.25106049,171762000000,159083000000,89.707491,31609047.042,27478992.583,,5.15,0.08282,876900000,44.7,,12,16311051,567624.5779,12195272503,25921353618,63957372644,37.98945,35.71745,0,15.9424,75.8871885,726.622394,0.2381631358,0.004191198,18.6179625
PER,Peru,2012,102.566,17.539,85.027,0.876416667,29506790,1280000,16425.76758,1256339.875,243321,737076.92,213.37,69.45409393,192649000000,180516000000,91.099508,30217711.107,27492268.123,,5.15,0.0553,2080900000,44.4,,14,16382486,530792.54804,12956096451,29214058235,68455034880,38.68184,35.30484,0,16.81284,73.909870167,726.66361053,0.2511055652,0.0042006602,18.783991917
PER,Peru,2013,108.525,102.566,5.959,0.696333333,29773986,1280000,16425.76758,1256339.875,243740,735366.38,0,68.88132477,201175000000,190810000000,92.135365,30888411.528,29342191.421,,5.15,0.08174,2764700000,43.9,,14,16511392,589456.68334,13415004256,29837151634,68116880714,42.08366,37.51966,0,18.83666,74.114292667,726.62096539,0.2447186537,0.0036440735,18.73746975
PER,Peru,2014,134.484,108.525,25.959,0.6415,30090372,1280000,16425.76758,1256339.875,237790,733655.84,44.95,69.2874527,200789000000,191698000000,92.919989,30432100.381,29193964.869,,5.15,0.10805,1641600000,43.1,,14,16606063,533054.62861,13662205002,28029587883,63653046847,44.1972,39.1682,0,20.4732,74.177101667,726.62167844,0.2506774892,0.0037368448,18.871737833
PER,Peru,2015,138.914,134.484,4.43,0.5965,30470739,1280000,16425.76758,1256339.875,233340,731945.3,0,68.56025696,189805000000,183306000000,93.852179,30542908.001,29738871.239,,5.15,0.11702,1731350000,43.4,,14,16632754,543891.05264,13373005904,26170393167,57582904158,46.64552,41.26952,0,21.43952,71.86746025,726.62240819,0.2507181483,0.0034189378,19.2773375
PER,Peru,2016,146.147,138.914,7.233,0.5505,30926036,1280000,16425.76758,1256339.875,236870,730102.8,52.13,68.5018692,191896000000,183939000000,94.2,31872459.233,31533073.172,21998613.471,5.15,0.12008,323900000,43.6,,14,17321378,647819.53893,13308050132,25606648692,58636781132,49.85034,44.33134,0,24.07434,70.253650167,726.66370722,0.2273924508,0.0023311483,19.382101417
PER,Peru,2017,297.859,146.147,151.712,0.462166667,31444299,1280000,16425.76758,1256339.875,236670,728347.8,1.78,68.64102936,211007000000,201299000000,94.8,32551002.926,32920246.505,22243024.717,5.15,0.12085,718500000,43.3,,14,17829194,657897.26876,14305781322,27369421868,66040791290,51.1155,45.5925,0,20.5155,75.647709083,726.62110875,0.2617282195,0.0030376573,19.00736525
PER,Peru,2018,324.695,297.859,26.836,0.4115,31989265,1280000,16425.76758,1256339.875,236087,726760.4,0.04,68.61669922,222575000000,211455000000,95.2,34210958.417,34051104.829,,5.15,0.12715,311200000,42.4,,14,18321791,639430.50773,15277490416,29388121463,70468569342,53.35406,47.40906,0,20.26828,74.897356583,726.62188207,0.2441505738,0.0035421868,18.658654
PER,Peru,2019,330.766,324.695,6.071,0.37725,32510462,1280000,16425.76758,1256339.875,,725032,0.07,68.65392303,228471000000,218650000000,98.34660339,36891970.535,35382371.615,,5.15,,54000000,41.5,76,14,18798564,635391.48463,15413058460,29700955863,69871452971,55.46937,49.12137,0,21.27408,73.812972083,726.62266172,0.2617830342,0.0028367298,18.993134083
PER,Peru,2020,330.8,330.766,0.034,,32971846,1280000,16425.76758,1256339.875,,723303.7,,,202014000000,195844000000,,39890859.787,36461890.445,,5.15,,100000000,,,14,16201831,1163291.4379,15169818879,24648876935,61594699177,,,0,,71.753835583,726.66402456,0.2218829542,0.0027175393,19.304844917
PHL,Philippines,2000,0,,,4.879966188,77991757,298170,10817.37305,282759.125,112340,73092.6,8.69,62.48433685,83669693589,91557963718,74.65086365,85351425.752,,,4.73,,1764000000,47.7,,10,29416903,1074599.5007,11664470960,21151334816,29263713362,43.66,37.315,0,24.313,79.140030667,727.63169411,0.3271083908,7.7666667e-8,26.20107325
PHL,Philippines,2001,0,0,0,4.773879966,79672869,298170,10817.37305,282759.125,111840,72623.06,,63.33924103,78921234457,86478481180,75.73733521,86624197.989,59539543.76,24181138.502,4.73,,672000000,,,10,30160646,1115943.9165,10498741320,19976184480,27541628758,45.208,39.495,0,27.733,75.760758,727.68087009,0.2964732675,3.8833333e-8,26.354083
PHL,Philippines,2002,0,0,0,4.031276416,81365260,298170,10817.37305,282759.125,111350,72153.52,,60.96110535,84307291974,92344832930,76.81551361,87890130.35,64432530.611,24555255.102,4.73,0.13263,126000000,,,10,30909458,1120776.9248,11337993164,21190982383,29324972326,46.525,40.555,0,29.32,68.234464833,727.67997024,0.2345632392,5.825e-8,26.386105
PHL,Philippines,2003,0,0,0,3.978233305,83051970,298170,10817.37305,282759.125,112400,71683.98,15.62,61.48143005,87039145965,95230466641,76.6,89587332.26,67505153.447,24145018.038,4.73,0.12527,454300000,46.6,,10,31644414,1117047.805,11446472532,21617801835,30063811944,50.674,43.864,0,33.062,73.269835667,727.679076,0.2469998993,3.8833333e-8,26.302154083
PHL,Philippines,2004,2,0,2,4.137362637,84710544,298170,10817.37305,282759.125,114700,71214.44,0.02,63.1558075,95002028505,103864000000,87.6,90519134.99,70590002.327,24024326.038,4.73,,322110000,,,10,32628179,1158300.3388,13285467181,22811885073,31938443353,53.646,46.419,0,34.857,72.674582167,727.63147012,0.2406395175,0,26.34907225
PHL,Philippines,2005,2.02,2,0.02,4.243448859,86326251,298170,10817.37305,282759.125,113550,70744.9,,64.14810944,107420000000,117904000000,79.98873138,91484539.56,71567572.069,23755310.133,4.73,0.10692,119400000,,,10,33464924,1271667.0959,14520543816,26070718541,36322638143,54.188,47.371,0,35.964,72.441389167,727.68070958,0.2691735682,3.8833333e-8,26.41987575
PHL,Philippines,2006,2.02,2.02,0,4.455621302,87888675,298170,10817.37305,282759.125,115800,70275.36,12.9,64.29980469,127653000000,139394000000,80.18,91356050.569,71427398.144,24470430.088,4.73,,645800000,47.2,,10,34249911,1387121.4609,17056016510,30418636481,42715946937,54.5050188,47.6200188,0,34.146,71.709807583,727.67983023,0.281937265,5.825e-8,26.549582083
PHL,Philippines,2007,2.02,2.02,0,4.137362637,89405482,298170,10817.37305,282759.125,117900,69805.82,0.04,64.65102386,155980000000,169989000000,82.06024933,93182146.046,72619144.373,,4.73,0.10498,2083000000,,,10,35058171,1202495.2888,21223482049,36110879482,51474867710,57.08,49.472,0,38.328,73.668245667,727.67895329,0.280423115,5.825e-8,26.540533083
PHL,Philippines,2008,2.02,2.02,0,3.447802198,90901967,298170,10817.37305,282759.125,120100,69336.28,,64.02557373,181625000000,198639000000,83.3,96181420.254,74507232.169,26506250.555,4.73,,1820000000,,,10,35888907,1335067.3508,26364759398,42261619279,59509816530,58.310109,50.630109,0,37.781,79.21385275,727.63132448,0.3324936733,1.9416667e-8,26.31386
PHL,Philippines,2009,2.02,2.02,0,2.386939983,92414161,298170,10817.37305,282759.125,121000,68866.74,,64.12919617,175975000000,196297000000,84.3,99586961.331,77735121.386,26328443.489,4.73,0.10901,4604680000,46.3,,10,37096210,1431913.667,25587098446,38254463979,55471703570,59.316691,51.816691,0,39.238,76.58051825,727.68061064,0.3081391575,5.825e-8,26.444138667
PHL,Philippines,2010,2.02,2.02,0,2.04475,93966784,298170,10817.37305,282759.125,121000,68397.2,5.59,63.4504776,208369000000,231747000000,85.39570618,,,27780190.492,4.73,,1509250000,,,10,38102681,1375506.7441,28648335068,45672761555,67385521205,64.6688,56.8688,0,46.9248,72.435992917,727.67972993,0.2682654033,1.9416667e-8,26.742669833
PHL,Philippines,2011,2.02,2.02,0,1.67725,95570049,298170,10817.37305,282759.125,122600,68746.06,0.04,63.38054657,234217000000,259496000000,87.2,,,29431760.949,4.73,0.11222,296460000,,,10,39471864,1417039.8837,33014598185,50835208346,73400500832,66.11914,58.43914,0,46.37114,81.8609425,727.67884499,0.3645167558,7.7666667e-8,26.280289417
PHL,Philippines,2012,2.02,2.02,0,0.876416667,97212639,298170,10817.37305,282759.125,124300,69094.92,,63.69132233,261921000000,290824000000,87.08,,,30336642.776,4.73,,1033730000,46.5,,11,40032101,1401123.535,34300604505,55863902477,82241713139,69.68834,61.32834,0,49.03134,76.190117917,727.6311755,0.3075221158,3.8833333e-8,26.5066495
PHL,Philippines,2013,3.047,2.02,1.027,0.696333333,98871558,298170,10817.37305,282759.125,124400,69443.78,0.47,63.78948975,283903000000,317288000000,87.5,,,33144496.225,4.73,0.13207,1204290000,,,11,40722802,1425298.07,35412394178,58014099502,87372332621,71.84422,64.10322,0,52.04122,77.187529167,727.68046908,0.3229482508,3.8833333e-8,26.580252667
PHL,Philippines,2014,27.737,3.047,24.69,0.6415,100513137,298170,10817.37305,282759.125,124400,69792.64,,64.01470947,297483000000,331766000000,89.69213867,113633639.64,87412112.457,35809703.026,4.73,,480000000,,,11,42086989,1515131.564,36506196960,61207427949,92360945966,73.72588,66.45588,0,54.00488,75.714589333,727.67956681,0.3114900755,0,26.42358575
PHL,Philippines,2015,172.55,27.737,144.813,0.5965,102113206,298170,10817.37305,282759.125,124400,70141.5,0.06,64.06174469,306446000000,341467000000,89.08,114623024.2,89707532.809,,4.73,0.15683,5141390000,44.6,,11,42464441,1303658.3102,33698347265,61068655470,93410762378,78.635,71.154,0,57.763,66.773478417,727.6786606,0.2347338272,1.3591667e-7,26.59878375
